country,year,variable,value
Cuba,2015,Population mid-year estimates for females (millions),5.73
Cuba,2015,Sex ratio (males per 100 females),100.2
Cuba,2015,Population aged 0 to 14 years old (percentage),16.3
Cuba,2015,Population aged 60+ years old (percentage),19.4
Cuba,2015,Population density,107.7
Cuba,2015,Surface area (thousand km2),110
Cuba,2018,Population mid-year estimates (millions),11.49
Cuba,2018,Population mid-year estimates for males (millions),5.75
Cuba,2018,Population mid-year estimates for females (millions),5.74
Cuba,2018,Sex ratio (males per 100 females),100.1
Cuba,2018,Population aged 0 to 14 years old (percentage),15.9
Cuba,2018,Population aged 60+ years old (percentage),20.5
Cuba,2018,Population density,107.9
Curaçao,2005,Population mid-year estimates (millions),0.13
Curaçao,2005,Population mid-year estimates for males (millions),0.06
Curaçao,2005,Population mid-year estimates for females (millions),0.07
Curaçao,2005,Sex ratio (males per 100 females),88.2
Curaçao,2005,Population aged 0 to 14 years old (percentage),21.1
Curaçao,2005,Population aged 60+ years old (percentage),17.2
Curaçao,2005,Population density,291.4
Curaçao,2010,Population mid-year estimates (millions),0.15
Curaçao,2010,Population mid-year estimates for males (millions),0.07
Curaçao,2010,Population mid-year estimates for females (millions),0.08
Curaçao,2010,Sex ratio (males per 100 females),84.8
Curaçao,2010,Population aged 0 to 14 years old (percentage),19.9
Curaçao,2010,Population aged 60+ years old (percentage),18.8
Curaçao,2010,Population density,332.5
Curaçao,2015,Population mid-year estimates (millions),0.16
Curaçao,2015,Population mid-year estimates for males (millions),0.07
Curaçao,2015,Population mid-year estimates for females (millions),0.09
Curaçao,2015,Sex ratio (males per 100 females),84.3
Curaçao,2015,Population aged 0 to 14 years old (percentage),18.9
Curaçao,2015,Population aged 60+ years old (percentage),21.9
Curaçao,2015,Population density,355.9
Curaçao,2015,Surface area (thousand km2),0
Curaçao,2018,Population mid-year estimates (millions),0.16
Curaçao,2018,Population mid-year estimates for males (millions),0.07
Curaçao,2018,Population mid-year estimates for females (millions),0.09
Curaçao,2018,Sex ratio (males per 100 females),84.7
Curaçao,2018,Population aged 0 to 14 years old (percentage),18.5
Curaçao,2018,Population aged 60+ years old (percentage),23.4
Curaçao,2018,Population density,363.9
Cyprus,2005,Population mid-year estimates (millions),1.03
Cyprus,2005,Population mid-year estimates for males (millions),0.52
Cyprus,2005,Population mid-year estimates for females (millions),0.51
Cyprus,2005,Sex ratio (males per 100 females),102.6
Cyprus,2005,Population aged 0 to 14 years old (percentage),20
Cyprus,2005,Population aged 60+ years old (percentage),14.9
Cyprus,2005,Population density,111.2
Cyprus,2010,Population mid-year estimates (millions),1.11
Cyprus,2010,Population mid-year estimates for males (millions),0.56
Cyprus,2010,Population mid-year estimates for females (millions),0.56
Cyprus,2010,Sex ratio (males per 100 females),99.7
Cyprus,2010,Population aged 0 to 14 years old (percentage),17.8
Cyprus,2010,Population aged 60+ years old (percentage),16.1
Cyprus,2010,Population density,120.4
Cyprus,2015,Population mid-year estimates (millions),1.16
Cyprus,2015,Population mid-year estimates for males (millions),0.58
Cyprus,2015,Population mid-year estimates for females (millions),0.58
Cyprus,2015,Sex ratio (males per 100 females),100.3
Cyprus,2015,Population aged 0 to 14 years old (percentage),16.9
Cyprus,2015,Population aged 60+ years old (percentage),17.7
Cyprus,2015,Population density,125.6
Cyprus,2015,Surface area (thousand km2),9
Cyprus,2018,Population mid-year estimates (millions),1.19
Cyprus,2018,Population mid-year estimates for males (millions),0.59
Cyprus,2018,Population mid-year estimates for females (millions),0.59
Cyprus,2018,Sex ratio (males per 100 females),100.1
Cyprus,2018,Population aged 0 to 14 years old (percentage),16.8
Cyprus,2018,Population aged 60+ years old (percentage),18.9
Cyprus,2018,Population density,128.7
Czechia,2005,Population mid-year estimates (millions),10.26
Czechia,2005,Population mid-year estimates for males (millions),5
Czechia,2005,Population mid-year estimates for females (millions),5.26
Czechia,2005,Sex ratio (males per 100 females),95
Czechia,2005,Population aged 0 to 14 years old (percentage),14.7
Czechia,2005,Population aged 60+ years old (percentage),19.8
Czechia,2005,Population density,132.8
Czechia,2010,Population mid-year estimates (millions),10.54
Czechia,2010,Population mid-year estimates for males (millions),5.17
Czechia,2010,Population mid-year estimates for females (millions),5.36
Czechia,2010,Sex ratio (males per 100 females),96.4
Czechia,2010,Population aged 0 to 14 years old (percentage),14.2
Czechia,2010,Population aged 60+ years old (percentage),22.4
Czechia,2010,Population density,136.4
Czechia,2015,Population mid-year estimates (millions),10.6
Czechia,2015,Population mid-year estimates for males (millions),5.21
Czechia,2015,Population mid-year estimates for females (millions),5.39
Czechia,2015,Sex ratio (males per 100 females),96.6
Czechia,2015,Population aged 0 to 14 years old (percentage),15.1
Czechia,2015,Population aged 60+ years old (percentage),24.9
Czechia,2015,Population density,137.3
Czechia,2015,Surface area (thousand km2),79
Czechia,2018,Population mid-year estimates (millions),10.63
Czechia,2018,Population mid-year estimates for males (millions),5.22
Czechia,2018,Population mid-year estimates for females (millions),5.4
Czechia,2018,Sex ratio (males per 100 females),96.7
Czechia,2018,Population aged 0 to 14 years old (percentage),15.5
Czechia,2018,Population aged 60+ years old (percentage),25.8
Czechia,2018,Population density,137.6
Dem. People's Rep. Korea,2005,Population mid-year estimates (millions),23.9
Dem. People's Rep. Korea,2005,Population mid-year estimates for males (millions),11.67
Dem. People's Rep. Korea,2005,Population mid-year estimates for females (millions),12.23
Dem. People's Rep. Korea,2005,Sex ratio (males per 100 females),95.4
Dem. People's Rep. Korea,2005,Population aged 0 to 14 years old (percentage),24.7
Dem. People's Rep. Korea,2005,Population aged 60+ years old (percentage),11.9
Dem. People's Rep. Korea,2005,Population density,198.5
Dem. People's Rep. Korea,2010,Population mid-year estimates (millions),24.59
Dem. People's Rep. Korea,2010,Population mid-year estimates for males (millions),12.02
Dem. People's Rep. Korea,2010,Population mid-year estimates for females (millions),12.58
Dem. People's Rep. Korea,2010,Sex ratio (males per 100 females),95.6
Dem. People's Rep. Korea,2010,Population aged 0 to 14 years old (percentage),22.8
Dem. People's Rep. Korea,2010,Population aged 60+ years old (percentage),12.9
Dem. People's Rep. Korea,2010,Population density,204.2
Dem. People's Rep. Korea,2015,Population mid-year estimates (millions),25.24
Dem. People's Rep. Korea,2015,Population mid-year estimates for males (millions),12.35
Dem. People's Rep. Korea,2015,Population mid-year estimates for females (millions),12.9
Dem. People's Rep. Korea,2015,Sex ratio (males per 100 females),95.7
Dem. People's Rep. Korea,2015,Population aged 0 to 14 years old (percentage),21.1
Dem. People's Rep. Korea,2015,Population aged 60+ years old (percentage),12.7
Dem. People's Rep. Korea,2015,Population density,209.6
Dem. People's Rep. Korea,2015,Surface area (thousand km2),121
Dem. People's Rep. Korea,2018,Population mid-year estimates (millions),25.61
Dem. People's Rep. Korea,2018,Population mid-year estimates for males (millions),12.53
Dem. People's Rep. Korea,2018,Population mid-year estimates for females (millions),13.08
Dem. People's Rep. Korea,2018,Sex ratio (males per 100 females),95.7
Dem. People's Rep. Korea,2018,Population aged 0 to 14 years old (percentage),20.4
Dem. People's Rep. Korea,2018,Population aged 60+ years old (percentage),14.1
Dem. People's Rep. Korea,2018,Population density,212.7
Dem. Rep. of the Congo,2005,Population mid-year estimates (millions),54.75
Dem. Rep. of the Congo,2005,Population mid-year estimates for males (millions),27.2
Dem. Rep. of the Congo,2005,Population mid-year estimates for females (millions),27.55
Dem. Rep. of the Congo,2005,Sex ratio (males per 100 females),98.8
Dem. Rep. of the Congo,2005,Population aged 0 to 14 years old (percentage),45.8
Dem. Rep. of the Congo,2005,Population aged 60+ years old (percentage),4.7
Dem. Rep. of the Congo,2005,Population density,24.2
Dem. Rep. of the Congo,2010,Population mid-year estimates (millions),64.52
Dem. Rep. of the Congo,2010,Population mid-year estimates for males (millions),32.12
Dem. Rep. of the Congo,2010,Population mid-year estimates for females (millions),32.4
Dem. Rep. of the Congo,2010,Sex ratio (males per 100 females),99.1
Dem. Rep. of the Congo,2010,Population aged 0 to 14 years old (percentage),46.1
Dem. Rep. of the Congo,2010,Population aged 60+ years old (percentage),4.7
Dem. Rep. of the Congo,2010,Population density,28.5
Dem. Rep. of the Congo,2015,Population mid-year estimates (millions),76.2
Dem. Rep. of the Congo,2015,Population mid-year estimates for males (millions),38
Dem. Rep. of the Congo,2015,Population mid-year estimates for females (millions),38.2
Dem. Rep. of the Congo,2015,Sex ratio (males per 100 females),99.5
Dem. Rep. of the Congo,2015,Population aged 0 to 14 years old (percentage),46.3
Dem. Rep. of the Congo,2015,Population aged 60+ years old (percentage),4.7
Dem. Rep. of the Congo,2015,Population density,33.6
Dem. Rep. of the Congo,2015,Surface area (thousand km2),"2,345"
Dem. Rep. of the Congo,2018,Population mid-year estimates (millions),84.01
Dem. Rep. of the Congo,2018,Population mid-year estimates for males (millions),41.92
Dem. Rep. of the Congo,2018,Population mid-year estimates for females (millions),42.08
Dem. Rep. of the Congo,2018,Sex ratio (males per 100 females),99.6
Dem. Rep. of the Congo,2018,Population aged 0 to 14 years old (percentage),46.2
Dem. Rep. of the Congo,2018,Population aged 60+ years old (percentage),4.7
Dem. Rep. of the Congo,2018,Population density,37.1
Denmark,2005,Population mid-year estimates (millions),5.42
Denmark,2005,Population mid-year estimates for males (millions),2.69
Denmark,2005,Population mid-year estimates for females (millions),2.74
Denmark,2005,Sex ratio (males per 100 females),98.1
Denmark,2005,Population aged 0 to 14 years old (percentage),18.7
Denmark,2005,Population aged 60+ years old (percentage),21.2
Denmark,2005,Population density,127.8
Denmark,2010,Population mid-year estimates (millions),5.55
Denmark,2010,Population mid-year estimates for males (millions),2.76
Denmark,2010,Population mid-year estimates for females (millions),2.8
Denmark,2010,Sex ratio (males per 100 females),98.5
Denmark,2010,Population aged 0 to 14 years old (percentage),17.9
Denmark,2010,Population aged 60+ years old (percentage),23.3
Denmark,2010,Population density,130.9
Denmark,2015,Population mid-year estimates (millions),5.69
Denmark,2015,Population mid-year estimates for males (millions),2.83
Denmark,2015,Population mid-year estimates for females (millions),2.86
Denmark,2015,Sex ratio (males per 100 females),98.9
Denmark,2015,Population aged 0 to 14 years old (percentage),16.8
Denmark,2015,Population aged 60+ years old (percentage),24.8
Denmark,2015,Population density,134.1
Denmark,2015,Surface area (thousand km2),43
Denmark,2018,Population mid-year estimates (millions),5.75
Denmark,2018,Population mid-year estimates for males (millions),2.86
Denmark,2018,Population mid-year estimates for females (millions),2.89
